idx,classes,predictions
0,rugby ball,0.0003091864928137511
0,"lion, king of beasts, Panthera leo",0.00030901876743882895
0,bull mastiff,0.0003062572795897722
0,"cab, hack, taxi, taxicab",0.0003021341108251363
0,"binoculars, field glasses, opera glasses",0.0002977987751364708
0,goose,0.0002936973178293556
0,"sloth bear, Melursus ursinus, Ursus ursinus",0.0002907549496740103
0,"black swan, Cygnus atratus",0.00028624242986552417
0,vulture,0.00028474305872805417
0,park bench,0.0002845863054972142
0,scoreboard,0.00027945690089836717
0,"white stork, Ciconia ciconia",0.0002783257223200053
0,"Airedale, Airedale terrier",0.00027341017266735435
0,"picket fence, paling",0.00027116210549138486
0,matchstick,0.0002699971664696932
0,"patio, terrace",0.0002696232695598155
0,stretcher,0.0002684503560885787
0,triumphal arch,0.0002665738284122199
0,"Gila monster, Heloderma suspectum",0.0002639987214934081
0,pole,0.0002607593487482518
0,"American alligator, Alligator mississipiensis",0.0002597380371298641
0,"radio, wireless",0.00025967563851736486
0,"cliff, drop, drop-off",0.0002539473061915487
0,parking meter,0.00025383970933035016
0,"Saint Bernard, St Bernard",0.00025209281011484563
0,bottlecap,0.00024618490715511143
0,Christmas stocking,0.00024310775916092098
0,"malamute, malemute, Alaskan malamute",0.00024035500246100128
0,vault,0.0002370424335822463
0,"lumbermill, sawmill",0.00023574566876050085
0,"bell cote, bell cot",0.00023540205438621342
0,"dingo, warrigal, warragal, Canis dingo",0.000235051877098158
0,"swab, swob, mop",0.00023464234254788607
0,"pizza, pizza pie",0.00023274199338629842
0,plate rack,0.0002309997216798365
0,Rottweiler,0.00022891904518473893
0,"Newfoundland, Newfoundland dog",0.00022875198919791728
0,"clumber, clumber spaniel",0.00022826941858511418
0,"jeep, landrover",0.00022774645185563713
0,"night snake, Hypsiglena torquata",0.0002254109422210604
0,agaric,0.00022514797456096858
0,electric locomotive,0.00022498688485939056
0,"cheetah, chetah, Acinonyx jubatus",0.000223845403525047
0,acorn squash,0.0002219987363787368
0,"harvestman, daddy longlegs, Phalangium opilio",0.00022006503422744572
0,street sign,0.00021957636636216193
0,hornbill,0.00021922569430898875
0,"garden spider, Aranea diademata",0.00021853558428119868
0,missile,0.00021845358423888683
0,"tow truck, tow car, wrecker",0.00021792642655782402
0,"streetcar, tram, tramcar, trolley, trolley car",0.00021718954667448997
0,"solar dish, solar collector, solar furnace",0.00021554180420935154
0,obelisk,0.00021517601271625608
0,joystick,0.00021512413513846695
0,"projectile, missile",0.00021297471539583057
0,space shuttle,0.00020794257579836994
0,tusker,0.00020704448979813606
0,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.00020597824186552316
0,gondola,0.00020534227951429784
0,mosque,0.0002053404168691486
0,monitor,0.00020455976482480764
0,giant schnauzer,0.00020409082935657352
0,"spider web, spider's web",0.0002036424120888114
0,sock,0.0002035833749687299
0,red wine,0.00020273060363251716
0,torch,0.00020230714289937168
0,"black and gold garden spider, Argiope aurantia",0.00020224155741743743
0,"dishrag, dishcloth",0.00020061088434886187
0,"coil, spiral, volute, whorl, helix",0.00019962343503721058
0,water snake,0.0001983505644602701
0,volcano,0.0001978434156626463
0,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.0001977236388484016
0,wreck,0.0001962530513992533
0,wire-haired fox terrier,0.0001960826339200139
0,mask,0.00019576535851228982
0,rapeseed,0.00019557567429728806
0,cloak,0.00019552625599317253
0,ladle,0.00019404526392463595
0,"orangutan, orang, orangutang, Pongo pygmaeus",0.00019330240320414305
0,guillotine,0.00019310459902044386
0,"Sealyham terrier, Sealyham",0.0001914823951665312
0,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",0.00019054733274970204
0,"grand piano, grand",0.00019053024880122393
0,school bus,0.0001901563082356006
0,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.00018908377387560904
0,macaque,0.00018907034245785326
0,EntleBucher,0.00018872176588047296
0,"chime, bell, gong",0.0001886135432869196
0,wall clock,0.00018860642740037292
0,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.0001884251250885427
0,overskirt,0.00018718097999226302
0,"dial telephone, dial phone",0.00018689967691898346
0,"sea slug, nudibranch",0.00018624108633957803
0,Greater Swiss Mountain dog,0.00018517544958740473
0,"American coot, marsh hen, mud hen, water hen, Fulica americana",0.00018514702969696373
0,harp,0.00018473033560439944
0,golf ball,0.00018317934882361442
0,admiral,0.00018297533097211272
0,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.00018163635104428977
0,French bulldog,0.00018148701929021627
0,"bald eagle, American eagle, Haliaeetus leucocephalus",0.00018042731971945614
0,cocktail shaker,0.00017973418289329857
0,Weimaraner,0.00017967635358218104
0,"impala, Aepyceros melampus",0.00017960208060685545
0,"church, church building",0.00017875709454528987
0,"tank, army tank, armored combat vehicle, armoured combat vehicle",0.00017776172899175435
0,"pirate, pirate ship",0.00017772443243302405
0,damselfly,0.00017695847782306373
0,Irish terrier,0.0001769269147189334
0,"submarine, pigboat, sub, U-boat",0.0001766593341017142
0,bittern,0.00017608643975108862
0,"theater curtain, theatre curtain",0.000175997891346924
0,sandal,0.00017502122500445694
0,West Highland white terrier,0.00017482521070633084
0,orange,0.00017444290278945118
0,"black widow, Latrodectus mactans",0.0001723712048260495
0,forklift,0.00017235585255548358
0,airliner,0.00017089863831643015
0,"loupe, jeweler's loupe",0.00017087241576518863
0,"corkscrew, bottle screw",0.0001702591689536348
0,desk,0.00017006986308842897
0,coral reef,0.00016885600052773952
0,"plunger, plumber's helper",0.0001683424343355
0,"box turtle, box tortoise",0.0001669414632488042
0,"American egret, great white heron, Egretta albus",0.00016674782091286033
0,"mountain bike, all-terrain bike, off-roader",0.00016662628331687301
0,padlock,0.0001664171286392957
0,bolete,0.00016637459339108318
0,sarong,0.0001660726120462641
0,gown,0.00016503948427271098
0,"borzoi, Russian wolfhound",0.00016471141134388745
0,"worm fence, snake fence, snake-rail fence, Virginia fence",0.000164669327205047
0,stingray,0.00016444192442577332
0,"European fire salamander, Salamandra salamandra",0.0001643894793232903
0,Dutch oven,0.00016298532136715949
0,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0001622777635930106
0,planetarium,0.0001613123167771846
0,beer glass,0.00016112129378598183
0,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.00016109154967125505
0,"hippopotamus, hippo, river horse, Hippopotamus amphibius",0.00016014270659070462
0,spoonbill,0.00015938570140860975
0,Siberian husky,0.0001593660854268819
0,Chesapeake Bay retriever,0.00015934495604597032
0,mitten,0.0001588069280842319
0,"zucchini, courgette",0.00015875702956691384
0,"lipstick, lip rouge",0.0001582424301886931
0,"little blue heron, Egretta caerulea",0.00015822748537175357
0,honeycomb,0.00015731215535197407
0,fountain pen,0.00015637491014786065
0,"ant, emmet, pismire",0.00015625385276507586
0,dowitcher,0.00015595060540363193
0,safety pin,0.00015565774810966104
0,water bottle,0.00015525183698628098
0,bubble,0.0001550757442601025
0,"pug, pug-dog",0.00015489223005715758
0,folding chair,0.0001548831642139703
0,"prison, prison house",0.00015487281780224293
0,"German shepherd, German shepherd dog, German police dog, alsatian",0.0001547488645883277
0,dough,0.0001545862469356507
0,barn,0.00015403029101435095
0,"sax, saxophone",0.0001539481891086325
0,bassoon,0.0001537270873086527
0,buckle,0.00015358926611952484
0,black-and-tan coonhound,0.00015318248188123107
0,"polecat, fitch, foulmart, foumart, Mustela putorius",0.00015288205759134144
0,"amphibian, amphibious vehicle",0.0001524187537143007
0,chain,0.00015208566037472337
0,space bar,0.00015150364197324961
0,Bernese mountain dog,0.00015125972277019173
0,"unicycle, monocycle",0.00015005836030468345
0,"capuchin, ringtail, Cebus capucinus",0.00015002301370259374
0,bluetick,0.0001500089856563136
0,"mouse, computer mouse",0.0001498484198236838
0,weasel,0.0001498231285950169
0,"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.0001497437187936157
0,"oboe, hautboy, hautbois",0.00014957650273572654
0,"drum, membranophone, tympan",0.00014923568232916296
0,totem pole,0.00014881897368468344
0,"caldron, cauldron",0.00014833465684205294
0,flamingo,0.00014833197928965092
0,balloon,0.00014826735423412174
0,"maze, labyrinth",0.00014802998339291662
0,"chow, chow chow",0.00014799553900957108
0,"hoopskirt, crinoline",0.00014790311979595572
0,palace,0.0001462850923417136
0,Norwich terrier,0.0001462488144170493
0,Persian cat,0.0001456493337173015
0,"pool table, billiard table, snooker table",0.00014512600318994373
0,projector,0.0001450825366191566
0,"chimpanzee, chimp, Pan troglodytes",0.0001449587580282241
0,zebra,0.000144938996527344
0,hourglass,0.00014492199989035726
0,Norfolk terrier,0.0001444922381779179
0,"Bouvier des Flandres, Bouviers des Flandres",0.00014440601808018982
0,"accordion, piano accordion, squeeze box",0.00014408151037059724
0,hammer,0.00014362356159836054
0,go-kart,0.00014335359446704388
0,Blenheim spaniel,0.00014308288518805057
0,"tench, Tinca tinca",0.00014298575115390122
0,hen,0.0001428840623702854
0,Irish water spaniel,0.00014275929424911737
0,"balance beam, beam",0.00014256378926802427
0,coucal,0.0001420667686033994
0,tractor,0.00014202464080881327
0,mushroom,0.00014143735461402684
0,"bow tie, bow-tie, bowtie",0.00014130859926808625
0,"Maltese dog, Maltese terrier, Maltese",0.00014102466229815036
0,abaya,0.00014096053200773895
0,"slide rule, slipstick",0.0001407040108460933
0,"bloodhound, sleuthhound",0.00014062848640605807
0,hair slide,0.00014037055370863527
0,papillon,0.0001402419584337622
0,"ostrich, Struthio camelus",0.0001397835585521534
0,"ringneck snake, ring-necked snake, ring snake",0.0001394181017531082
0,shoji,0.00013940520875621587
0,menu,0.00013933543232269585
0,"racer, race car, racing car",0.00013850026880390942
0,"ice cream, icecream",0.00013773393584415317
0,"bullet train, bullet",0.00013769492215942591
0,"Indian elephant, Elephas maximus",0.00013748208584729582
0,scuba diver,0.00013718203990720212
0,dung beetle,0.0001368989615002647
0,bow,0.00013609734014607966
0,sundial,0.00013591795868705958
0,"bagel, beigel",0.00013565689732786268
0,fiddler crab,0.00013536495680455118
0,beer bottle,0.00013503964873962104
0,"Walker hound, Walker foxhound",0.00013485598901752383
0,"dhole, Cuon alpinus",0.0001345030323136598
0,stole,0.00013340568693820387
0,wine bottle,0.0001329241058556363
0,beaver,0.00013251036580186337
0,acorn,0.00013201087131164968
0,"three-toed sloth, ai, Bradypus tridactylus",0.00013099842180963606
0,"siamang, Hylobates syndactylus, Symphalangus syndactylus",0.00013091012078803033
0,"Ibizan hound, Ibizan Podenco",0.00013074494199827313
0,yurt,0.00013058469630777836
0,"mantis, mantid",0.0001304497563978657
0,sweatshirt,0.00013039589975960553
0,"feather boa, boa",0.00013038147881161422
0,"leopard, Panthera pardus",0.00012972549302503467
0,combination lock,0.0001292828528676182
0,"Doberman, Doberman pinscher",0.00012922861787956208
0,groenendael,0.00012915530533064157
0,spatula,0.00012911749945487827
0,"lighter, light, igniter, ignitor",0.00012887822231277823
0,eel,0.00012876163236796856
0,barbershop,0.000128513464005664
0,"cocker spaniel, English cocker spaniel, cocker",0.00012832657375838608
0,"Boston bull, Boston terrier",0.0001282115699723363
0,sea urchin,0.00012819348194170743
0,soccer ball,0.00012748295557685196
0,"African elephant, Loxodonta africana",0.00012716349738184363
0,sewing machine,0.00012685268302448094
0,barometer,0.0001267092884518206
0,mink,0.00012581294868141413
0,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.00012566318036988378
0,"ballplayer, baseball player",0.0001251749345101416
0,"starfish, sea star",0.00012394074292387813
0,cardigan,0.000123894409625791
0,muzzle,0.0001238310942426324
0,"barrel, cask",0.0001237324031535536
0,"Scotch terrier, Scottish terrier, Scottie",0.0001233523216797039
0,earthstar,0.00012306668213568628
0,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",0.0001228775072377175
0,crane,0.00012273684842512012
0,"meerkat, mierkat",0.00012266653357073665
0,boxer,0.00012253581371624023
0,"fire screen, fireguard",0.00012250390136614442
0,"seat belt, seatbelt",0.00012246734695509076
0,"mailbag, postbag",0.00012238690396770835
0,daisy,0.00012203806545585394
0,toaster,0.00012193301517982036
0,"revolver, six-gun, six-shooter",0.0001217645185533911
0,"sea cucumber, holothurian",0.00012174280709587038
0,knee pad,0.0001214208168676123
0,"cinema, movie theater, movie theatre, movie house, picture palace",0.00012022455484839156
0,"Lhasa, Lhasa apso",0.0001202198545797728
0,"barrow, garden cart, lawn cart, wheelbarrow",0.00011950451153097674
0,ambulance,0.00011939241812797263
0,speedboat,0.00011936087685171515
0,cuirass,0.00011927724699489772
0,"stinkhorn, carrion fungus",0.00011892378097400069
0,pretzel,0.0001188483729492873
0,sliding door,0.0001184110005851835
0,face powder,0.00011828324204543605
0,broccoli,0.00011824579269159585
0,Windsor tie,0.00011820656072814018
0,"laptop, laptop computer",0.00011817488120868802
0,Rhodesian ridgeback,0.00011816767073469236
0,"pineapple, ananas",0.00011812383309006691
0,bustard,0.00011805120448116213
0,"golfcart, golf cart",0.00011801698565250263
0,"redshank, Tringa totanus",0.00011759892367990687
0,Bedlington terrier,0.00011754668230423704
0,undefined,0.00011727940000128001
0,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",0.00011719598842319101
0,"horizontal bar, high bar",0.00011714447464328259
0,"sulphur butterfly, sulfur butterfly",0.00011712659761542454
0,"restaurant, eating house, eating place, eatery",0.0001170161776826717
0,"lampshade, lamp shade",0.00011588199413381517
0,"snow leopard, ounce, Panthera uncia",0.00011529400217114016
0,"pot, flowerpot",0.00011506828013807535
0,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.00011467816511867568
0,"pop bottle, soda bottle",0.00011465213174233213
0,"sandbar, sand bar",0.00011460632958915085
0,"tiger shark, Galeocerdo cuvieri",0.00011455071216914803
0,"paddle, boat paddle",0.00011448159057181329
0,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",0.00011447765427874401
0,"motor scooter, scooter",0.00011416289635235444
0,cock,0.00011413785978220403
0,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.00011411370360292494
0,wok,0.00011368735431460664
0,maraca,0.00011349224951118231
0,"can opener, tin opener",0.0001133667683461681
0,guacamole,0.0001133182377088815
0,"wallaby, brush kangaroo",0.00011327793617965654
0,English setter,0.00011327317770337686
0,wing,0.00011298814206384122
0,scabbard,0.00011292738054180518
0,"toilet tissue, toilet paper, bathroom tissue",0.00011271100083831698
0,fly,0.00011270219692960382
0,"spider monkey, Ateles geoffroyi",0.00011252058175159618
0,black grouse,0.00011201908637303859
0,"punching bag, punch bag, punching ball, punchball",0.00011200050357729197
0,"rule, ruler",0.00011200028529856354
0,Labrador retriever,0.00011196792911505327
0,hummingbird,0.0001118933068937622
0,"red wolf, maned wolf, Canis rufus, Canis niger",0.00011177141277585179
0,lorikeet,0.00011172728409292176
0,"Samoyed, Samoyede",0.00011168680066475645
0,cowboy boot,0.00011167263437528163
0,leafhopper,0.00011131653445772827
0,kuvasz,0.00011101312702521682
0,Sussex spaniel,0.0001108860524254851
0,gyromitra,0.0001106024719774723
0,"jaguar, panther, Panthera onca, Felis onca",0.00011037076183129102
0,miniature schnauzer,0.00010967280832119286
0,"chambered nautilus, pearly nautilus, nautilus",0.00010939213825622573
0,mud turtle,0.00010926586401183158
0,"upright, upright piano",0.00010913756705122069
0,warthog,0.00010906628449447453
0,komondor,0.00010901159112108871
0,"ringlet, ringlet butterfly",0.00010896575986407697
0,"African crocodile, Nile crocodile, Crocodylus niloticus",0.00010895100422203541
0,Tibetan mastiff,0.00010890497651416808
0,"colobus, colobus monkey",0.00010888576798606664
0,Great Pyrenees,0.00010864398063858971
0,desktop computer,0.0001083730676327832
0,"puck, hockey puck",0.00010816315625561401
0,minivan,0.00010771280358312652
0,"Old English sheepdog, bobtail",0.0001077070483006537
0,"green snake, grass snake",0.00010744288010755554
0,eggnog,0.00010737599222920835
0,poncho,0.00010736942931544036
0,"mobile home, manufactured home",0.00010721799480961636
0,consomme,0.00010712335642892867
0,shower curtain,0.00010680641571525484
0,"perfume, essence",0.00010663065040716901
0,bookcase,0.00010658011888153851
0,Great Dane,0.00010644501890055835
0,"porcupine, hedgehog",0.00010587795986793935
0,bee eater,0.0001058544366969727
0,"electric ray, crampfish, numbfish, torpedo",0.0001057773333741352
0,"tricycle, trike, velocipede",0.00010547049896558747
0,running shoe,0.00010534002649364993
0,strainer,0.00010531391308177263
0,dome,0.00010518523049540818
0,tile roof,0.00010455366282258183
0,"dugong, Dugong dugon",0.00010444005602039397
0,"red fox, Vulpes vulpes",0.00010442163329571486
0,pillow,0.00010434298746986315
0,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.00010414694406790659
0,bath towel,0.00010370609379606321
0,Welsh springer spaniel,0.00010370569361839443
0,"racket, racquet",0.00010366327478550375
0,trimaran,0.00010319218563381582
0,"parallel bars, bars",0.00010317910346202552
0,quail,0.00010302777809556574
0,"prayer rug, prayer mat",0.00010301608563167974
0,jack-o'-lantern,0.00010264441516483203
0,"Shetland sheepdog, Shetland sheep dog, Shetland",0.00010261632269248366
0,stone wall,0.00010258158727083355
0,"marimba, xylophone",0.00010250990453641862
0,"hard disc, hard disk, fixed disk",0.00010250080958940089
0,hare,0.0001023528166115284
0,Gordon setter,0.00010232110071228817
0,sea lion,0.0001022741780616343
0,"brass, memorial tablet, plaque",0.00010202400881098583
0,collie,0.00010202148405369371
0,"pickup, pickup truck",0.00010202012344961986
0,"miniskirt, mini",0.00010186582949245349
0,"Saluki, gazelle hound",0.00010164796549361199
0,snail,0.00010149414447369054
0,basenji,0.00010144895350094885
0,armadillo,0.00010105816181749105
0,"hot pot, hotpot",0.00010105575347552076
0,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",0.00010104380635311827
0,"violin, fiddle",0.00010083596862386912
0,"guinea pig, Cavia cobaya",0.00010069499694509432
0,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.00010047129762824625
0,wombat,0.00010034634033218026
0,banjo,0.00010030338307842612
0,gazelle,0.00010026541713159531
0,"vizsla, Hungarian pointer",9.983633208321407e-05
0,"gorilla, Gorilla gorilla",9.97958704829216e-05
0,vase,9.976228466257453e-05
0,cassette player,9.897309064399451e-05
0,beagle,9.893873357214034e-05
0,kite,9.86988889053464e-05
0,"bakery, bakeshop, bakehouse",9.869286441244185e-05
0,"pedestal, plinth, footstall",9.8323384008836e-05
0,"meat loaf, meatloaf",9.823668369790539e-05
0,jigsaw puzzle,9.820614650379866e-05
0,basketball,9.796341328183189e-05
0,sturgeon,9.786471491679549e-05
0,maypole,9.751776815392077e-05
0,Australian terrier,9.750139724928886e-05
0,knot,9.738504741108045e-05
0,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",9.736907668411732e-05
0,catamaran,9.730056626722217e-05
0,"loggerhead, loggerhead turtle, Caretta caretta",9.724898700369522e-05
0,"cornet, horn, trumpet, trump",9.717658394947648e-05
0,"grasshopper, hopper",9.705072443466634e-05
0,mongoose,9.697079076431692e-05
0,baseball,9.692575986264274e-05
0,pomegranate,9.67232626862824e-05
0,"flute, transverse flute",9.660489740781486e-05
0,stove,9.66037914622575e-05
0,Band Aid,9.615167073206976e-05
0,"timber wolf, grey wolf, gray wolf, Canis lupus",9.604600199963897e-05
0,Japanese spaniel,9.59718381636776e-05
0,"Madagascar cat, ring-tailed lemur, Lemur catta",9.590724221197888e-05
0,schipperke,9.585302177583799e-05
0,"hognose snake, puff adder, sand viper",9.554618736729026e-05
0,"china cabinet, china closet",9.535156277706847e-05
0,moped,9.534256241749972e-05
0,"tabby, tabby cat",9.533928823657334e-05
0,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",9.52499540289864e-05
0,"cello, violoncello",9.508930816082284e-05
0,volleyball,9.500310261501e-05
0,reflex camera,9.497193968854845e-05
0,"Pembroke, Pembroke Welsh corgi",9.491535456618294e-05
0,"thresher, thrasher, threshing machine",9.489507647231221e-05
0,envelope,9.48939923546277e-05
0,"Pekinese, Pekingese, Peke",9.455496183363721e-05
0,tiger cat,9.447537013329566e-05
0,"confectionery, confectionary, candy store",9.439513087272644e-05
0,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",9.432628576178104e-05
0,jacamar,9.420806600246578e-05
0,bib,9.415776730747893e-05
0,Yorkshire terrier,9.40159079618752e-05
0,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",9.398982365382835e-05
0,"chain saw, chainsaw",9.397744724992663e-05
0,"Afghan hound, Afghan",9.39744058996439e-05
0,"tub, vat",9.396759560331702e-05
0,"frying pan, frypan, skillet",9.379318362334743e-05
0,"thatch, thatched roof",9.291022433899343e-05
0,cup,9.273557225242257e-05
0,"quill, quill pen",9.259655053028837e-05
0,ox,9.257518831873313e-05
0,mosquito net,9.24885316635482e-05
0,"buckeye, horse chestnut, conker",9.247300476999953e-05
0,"crayfish, crawfish, crawdad, crawdaddy",9.232523734681308e-05
0,cricket,9.163130744127557e-05
0,"teddy, teddy bear",9.155731822829694e-05
0,"pitcher, ewer",9.152998973149806e-05
0,"Siamese cat, Siamese",9.15024065761827e-05
0,car mirror,9.140821202890947e-05
0,thimble,9.123899508267641e-05
0,"ballpoint, ballpoint pen, ballpen, Biro",9.049978689290583e-05
0,chest,9.027059422805905e-05
0,conch,9.009977657115087e-05
0,"basset, basset hound",9.005098399939016e-05
0,"wool, woolen, woollen",8.993444498628378e-05
0,"plow, plough",8.98096477612853e-05
0,"bearskin, busby, shako",8.966587483882904e-05
0,"Dungeness crab, Cancer magister",8.951566269388422e-05
0,lemon,8.939589315559715e-05
0,"albatross, mollymawk",8.915664511732757e-05
0,"hyena, hyaena",8.911167969927192e-05
0,potpie,8.910539327189326e-05
0,"brassiere, bra, bandeau",8.909477037377656e-05
0,"lens cap, lens cover",8.902665285859257e-05
0,burrito,8.898513624444604e-05
0,electric guitar,8.888175216270611e-05
0,marmot,8.886209252523258e-05
0,bell pepper,8.873963088262826e-05
0,"suit, suit of clothes",8.86492125573568e-05
0,"green lizard, Lacerta viridis",8.850822632666677e-05
0,"disk brake, disc brake",8.846374839777127e-05
0,"ram, tup",8.832372986944392e-05
0,"wallet, billfold, notecase, pocketbook",8.81581217981875e-05
0,"jean, blue jean, denim",8.78217033459805e-05
0,"rock crab, Cancer irroratus",8.778762276051566e-05
0,measuring cup,8.74975958140567e-05
0,toucan,8.748290565563366e-05
0,"squirrel monkey, Saimiri sciureus",8.73576063895598e-05
0,screwdriver,8.731537673156708e-05
0,Shih-Tzu,8.729822002351284e-05
0,velvet,8.726176019990817e-05
0,"junco, snowbird",8.72328964760527e-05
0,shower cap,8.722673373995349e-05
0,"saltshaker, salt shaker",8.715256990399212e-05
0,Petri dish,8.712057751836255e-05
0,Pomeranian,8.700731996214017e-05
0,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",8.637766586616635e-05
0,pencil sharpener,8.632487151771784e-05
0,"carousel, carrousel, merry-go-round, roundabout, whirligig",8.616390550741926e-05
0,schooner,8.609121869085357e-05
0,printer,8.606084884377196e-05
0,"chocolate sauce, chocolate syrup",8.602047455497086e-05
0,badger,8.59966894495301e-05
0,paintbrush,8.580523717682809e-05
0,spaghetti squash,8.565979078412056e-05
0,entertainment center,8.565096504753456e-05
0,manhole cover,8.546729077352211e-05
0,trifle,8.524148870492354e-05
0,necklace,8.518663526047021e-05
0,"shoe shop, shoe-shop, shoe store",8.493685891153291e-05
0,pelican,8.493183850077912e-05
0,drake,8.493127097608522e-05
0,"cicada, cicala",8.486528531648219e-05
0,"hand-held computer, hand-held microcomputer",8.463799895253032e-05
0,lifeboat,8.462098048767075e-05
0,"scale, weighing machine",8.457805233774707e-05
0,ski,8.45738613861613e-05
0,"bathing cap, swimming cap",8.455353236058727e-05
0,hamster,8.451910980511457e-05
0,"pencil box, pencil case",8.440714736934751e-05
0,"cowboy hat, ten-gallon hat",8.421811071457341e-05
0,"silky terrier, Sydney silky",8.42153822304681e-05
0,"web site, website, internet site, site",8.397398050874472e-05
0,reel,8.3944272773806e-05
0,"parachute, chute",8.383466774830595e-05
0,"puffer, pufferfish, blowfish, globefish",8.382123633055016e-05
0,"tiger, Panthera tigris",8.371674630325288e-05
0,"Staffordshire bullterrier, Staffordshire bull terrier",8.346969116246328e-05
0,"chiton, coat-of-mail shell, sea cradle, polyplacophore",8.335275924764574e-05
0,nail,8.332009019795805e-05
0,"red-breasted merganser, Mergus serrator",8.330753917107359e-05
0,rifle,8.307016832986847e-05
0,power drill,8.295063162222505e-05
0,"odometer, hodometer, mileometer, milometer",8.288017852464691e-05
0,Irish wolfhound,8.274196443380788e-05
0,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",8.256547880591825e-05
0,trilobite,8.233453991124406e-05
0,"Arabian camel, dromedary, Camelus dromedarius",8.231059473473579e-05
0,"bucket, pail",8.229662489611655e-05
0,fig,8.201245509553701e-05
0,cabbage butterfly,8.190771040972322e-05
0,"dalmatian, coach dog, carriage dog",8.18910775706172e-05
0,toy poodle,8.187819184968248e-05
